%time,field.layout.data_offset,field.data0
1749302465259910499,0,311
1749302465259917212,0,316
1749302465259925163,0,316
1749302465259930035,0,315
1749302465259934266,0,315
1749302465259939267,0,316
1749302465259944482,0,314
1749302465259948461,0,316
1749302465259962535,0,315
1749302465259966786,0,315
1749302465259970822,0,313
1749302465264005443,0,316
1749302465264008980,0,316
1749302465264020491,0,317
1749302465264024058,0,318
1749302465264030430,0,317
1749302465264037849,0,315
1749302465264042288,0,317
1749302465264048975,0,320
1749302465264060905,0,315
1749302465264066965,0,316
1749302465264069082,0,316
1749302465268098474,0,315
1749302465268106426,0,315
1749302465268122953,0,316
1749302465268130184,0,312
1749302465268143603,0,316
1749302465268151046,0,308
1749302465268166852,0,316
1749302465268172701,0,316
1749302465268174995,0,316
1749302465268178468,0,316
1749302465268195356,0,316
1749302465272187546,0,315
1749302465272190893,0,316
1749302465272192872,0,310
1749302465272212712,0,316
1749302465272217157,0,316
1749302465272223461,0,316
1749302465272231699,0,327
1749302465272246885,0,316
1749302465272252324,0,316
1749302465272256400,0,316
1749302465272260911,0,323
1749302465276153981,0,316
1749302465276156716,0,318
1749302465276159231,0,318
1749302465276163039,0,316
1749302465276180988,0,314
1749302465276184910,0,316
1749302465276188187,0,316
1749302465276190713,0,314
1749302465276212858,0,316
1749302465276215573,0,316
1749302465276225951,0,316
1749302465276239984,0,317
1749302465276243354,0,316
1749302465276246775,0,316
1749302465276249480,0,315
1749302465276261224,0,317
1749302465280333516,0,315
1749302465280336984,0,316
1749302465280339040,0,316
1749302465280344866,0,314
1749302465280356812,0,316
1749302465280361326,0,318
1749302465280367167,0,315
1749302465280381922,0,317
1749302465280399828,0,316
1749302465280407105,0,317
1749302465280423364,0,318
1749302465284406480,0,316
1749302465284410100,0,328
1749302465284412720,0,316
1749302465284415942,0,316
1749302465284417941,0,320
1749302465284424163,0,315
1749302465284483589,0,316
1749302465284486245,0,316
1749302465284488721,0,316
1749302465284524181,0,315
1749302465284528984,0,316
1749302465288586219,0,315
1749302465288592502,0,316
1749302465288598952,0,316
1749302465288604920,0,315
1749302465288612697,0,316
1749302465288617509,0,316
1749302465288628541,0,315
1749302465288678843,0,317
1749302465288686832,0,316
1749302465288694428,0,317
1749302465288699011,0,315
1749302465288703057,0,316
1749302465288706635,0,315
1749302465288710111,0,320
1749302465288715284,0,310
1749302465288719628,0,315
1749302465292595719,0,317
1749302465292603111,0,316
1749302465292609469,0,316
1749302465292614838,0,316
1749302465292628546,0,328
1749302465292635411,0,316
1749302465292640709,0,315
1749302465292644611,0,315
1749302465292648538,0,315
1749302465292652248,0,313
1749302465292656084,0,316
1749302465296786987,0,314
1749302465296794519,0,317
1749302465296799341,0,316
1749302465296805162,0,316
1749302465296818788,0,316
1749302465296825202,0,316
1749302465296829877,0,315
1749302465296833897,0,318
1749302465296837222,0,316
1749302465296842335,0,315
1749302465296846720,0,317
1749302465300786077,0,316
1749302465300796143,0,316
1749302465300801196,0,316
1749302465300808716,0,316
1749302465300814346,0,318
1749302465300819340,0,316
1749302465300827130,0,316
1749302465300832627,0,318
1749302465300838986,0,317
1749302465300843341,0,316
1749302465300848555,0,316
1749302465304899439,0,315
1749302465304906933,0,316
1749302465304911024,0,317
1749302465304932365,0,316
1749302465304951474,0,315
1749302465304962322,0,314
1749302465304975044,0,319
1749302465304979085,0,317
1749302465304981358,0,316
1749302465304983301,0,316
1749302465304998324,0,339
1749302465309122537,0,316
1749302465309128938,0,315
1749302465309149367,0,318
1749302465309155889,0,316
1749302465309160830,0,315
1749302465309169440,0,317
1749302465309174881,0,316
1749302465309181464,0,316
1749302465309187352,0,316
1749302465309191488,0,315
1749302465309196459,0,316
1749302465313048309,0,317
1749302465313056551,0,316
1749302465313063704,0,316
1749302465313075944,0,317
1749302465313080961,0,316
1749302465313086405,0,316
1749302465313092690,0,316
1749302465313095813,0,315
1749302465313101818,0,315
1749302465313103746,0,316
1749302465313108546,0,315
1749302465313112732,0,316
1749302465313121408,0,315
1749302465313127204,0,316
1749302465313131744,0,309
1749302465317143727,0,315
1749302465317147740,0,316
1749302465317149564,0,316
1749302465317182749,0,317
1749302465317220527,0,316
1749302465317265789,0,316
1749302465317274281,0,316
1749302465317283959,0,316
1749302465317290717,0,317
1749302465317294131,0,316
1749302465317296769,0,316
1749302465317303406,0,317
1749302465317311681,0,316
1749302465317319426,0,315
1749302465317325621,0,317
1749302465317349779,0,317
1749302465321314222,0,314
1749302465321318496,0,315
1749302465321328544,0,316
1749302465321335004,0,325
1749302465321341070,0,315
1749302465321344982,0,315
1749302465321349915,0,316
1749302465321361985,0,315
1749302465321392397,0,316
1749302465321400676,0,316
1749302465321418319,0,316
1749302465321422140,0,316
1749302465321429511,0,315
1749302465321436845,0,315
1749302465321442276,0,317
1749302465321465766,0,316
1749302465325406029,0,315
1749302465325414564,0,316
1749302465325426899,0,317
1749302465325451243,0,317
1749302465325460940,0,324
1749302465325488504,0,316
1749302465325493794,0,314
1749302465325499210,0,316
1749302465325510156,0,315
1749302465325516835,0,316
1749302465325523107,0,315
1749302465325530501,0,316
1749302465325533628,0,316
1749302465325535485,0,318
1749302465325540575,0,316
1749302465325549358,0,315
1749302465329521612,0,317
1749302465329527782,0,315
1749302465329550159,0,317
1749302465329560479,0,316
1749302465329566084,0,316
1749302465329620512,0,316
1749302465329630407,0,316
1749302465329636779,0,316
1749302465329641335,0,315
1749302465329646745,0,313
1749302465329653120,0,316
1749302465333638392,0,316
1749302465333657394,0,315
1749302465333673763,0,316
1749302465333680444,0,316
1749302465333684752,0,314
1749302465333689461,0,316
1749302465333717558,0,315
1749302465333779566,0,317
1749302465333793317,0,316
1749302465333799432,0,316
1749302465333811992,0,316
1749302465337730960,0,316
1749302465337737161,0,316
1749302465337748678,0,316
1749302465337787449,0,312
1749302465337801322,0,315
1749302465337805525,0,314
1749302465337810976,0,316
1749302465337816270,0,316
1749302465337820587,0,316
1749302465337825074,0,316
1749302465337831584,0,316
1749302465341763761,0,311
1749302465341769311,0,316
